title,description,category
El sistema de tickets no reconoce mi usuario y contraseña,"El sistema de tickets no reconoce mi usuario y contraseña, después de la última actualización.",SOFTWARE
La red del laboratorio quedó completamente sin acceso,"La red del laboratorio quedó completamente sin acceso, cada vez que lo intento. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RED
La impresora se reinicia solo,"La impresora se reinicia solo, desde ayer en la tarde.",HARDWARE
Mi cuenta de la vpn pide verificación en dos pasos y el código nunca llega,"Mi cuenta de la vpn pide verificación en dos pasos y el código nunca llega, justo antes de una reunión importante.",ACCESOS
El cargador del notebook perdió la conexión con el equipo,"El cargador del notebook perdió la conexión con el equipo, desde esta mañana. No corre prisa, es solo para dejarlo registrado.",HARDWARE
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando desde ayer en la tarde.,OTRO
La red del laboratorio aparece 'sin acceso a internet',"La red del laboratorio aparece 'sin acceso a internet', de un momento a otro.",RED
El cargador del notebook no responde a nada,"El cargador del notebook no responde a nada, justo antes de una reunión importante.",HARDWARE
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando desde esta mañana.,RECLAMOS
Mi cuenta de la vpn pide verificación en dos pasos y el código nunca llega,"Mi cuenta de la vpn pide verificación en dos pasos y el código nunca llega, justo antes de una reunión importante.",ACCESOS
La conexión a internet no carga ninguna página,"La conexión a internet no carga ninguna página, hace ya una semana.",RED
La vpn institucional se cierra solo apenas lo abro,"La vpn institucional se cierra solo apenas lo abro, de forma intermitente durante el día.",SOFTWARE
La sala 204 quiero cancelar mi reserva de esta semana,"La sala 204 quiero cancelar mi reserva de esta semana, después de la última actualización. Es urgente, no puedo seguir trabajando.",RESERVA_DE_SALAS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando de un momento a otro.,SUGERENCIAS
La red del piso 3 se desconecta apenas me conecto,"La red del piso 3 se desconecta apenas me conecto, sin ningún cambio de mi parte.",RED
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando sin ningún cambio de mi parte. No es urgente, pueden revisarlo cuando tengan tiempo.",OTRO
La sala de capacitación necesito cambiarle el horario a mi reserva,"La sala de capacitación necesito cambiarle el horario a mi reserva, después de la última actualización. Es urgente, no puedo seguir trabajando.",RESERVA_DE_SALAS
La impresora de red se desconecta apenas me conecto,"La impresora de red se desconecta apenas me conecto, desde ayer en la tarde. Tengo una entrega importante y esto me lo está impidiendo.",RED
La red del laboratorio quedó completamente sin acceso,"La red del laboratorio quedó completamente sin acceso, desde ayer en la tarde. Ya es el segundo día sin poder trabajar por esto.",RED
Mi perfil en el sistema de tickets se venció y no puedo renovarla,"Mi perfil en el sistema de tickets se venció y no puedo renovarla, de forma intermitente durante el día.",ACCESOS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando de forma intermitente durante el día.",OTRO
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando desde ayer en la tarde. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",OTRO
La cuenta de la impresora olvidé la contraseña y no puedo recuperarla,"La cuenta de la impresora olvidé la contraseña y no puedo recuperarla, de forma intermitente durante el día.",ACCESOS
La sala de reuniones aparece ocupada pero en realidad está libre,"La sala de reuniones aparece ocupada pero en realidad está libre, de forma intermitente durante el día.",RESERVA_DE_SALAS
El acceso a la carpeta compartida no logra conectar,"El acceso a la carpeta compartida no logra conectar, de un momento a otro.",RED
Mi cuenta de correo pide verificación en dos pasos y el código nunca llega,"Mi cuenta de correo pide verificación en dos pasos y el código nunca llega, después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.",ACCESOS
El laboratorio de cómputo el sistema no me deja reservarla,"El laboratorio de cómputo el sistema no me deja reservarla, desde que volvimos de la semana de vacaciones.",RESERVA_DE_SALAS
La sala de directorio quiero reservarla de forma recurrente todo el mes,"La sala de directorio quiero reservarla de forma recurrente todo el mes, de un momento a otro. No es urgente, pueden revisarlo cuando tengan tiempo.",RESERVA_DE_SALAS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando sin ningún cambio de mi parte. Ya es el segundo día sin poder trabajar por esto.",OTRO
El notebook se ve la pantalla completamente negra,"El notebook se ve la pantalla completamente negra, hace ya una semana.",HARDWARE
El micrófono no carga la batería aunque esté conectado,"El micrófono no carga la batería aunque esté conectado, desde ayer en la tarde. No corre prisa, es solo para dejarlo registrado.",HARDWARE
Mi usuario del sistema no me deja entrar de ninguna forma,"Mi usuario del sistema no me deja entrar de ninguna forma, cada vez que lo intento. No es urgente, pueden revisarlo cuando tengan tiempo.",ACCESOS
Capacitación para personal nuevo,"Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando sin ningún cambio de mi parte. Puede esperar, no me está bloqueando por ahora.",SUGERENCIAS
El monitor se congela cada rato,"El monitor se congela cada rato, después de la última actualización.",HARDWARE
El antivirus no abre de ninguna forma,"El antivirus no abre de ninguna forma, de forma intermitente durante el día. Ya es el segundo día sin poder trabajar por esto.",SOFTWARE
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando sin ningún cambio de mi parte.,RECLAMOS
La aplicación de asistencia se congela al abrir un archivo grande,"La aplicación de asistencia se congela al abrir un archivo grande, desde esta mañana.",SOFTWARE
El problema volvió a ocurrir,"El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando cada vez que lo intento. Es urgente, no puedo seguir trabajando.",RECLAMOS
La red del laboratorio quedó completamente sin acceso,"La red del laboratorio quedó completamente sin acceso, desde esta mañana.",RED
Capacitación para personal nuevo,"Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando después de la última actualización. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",SUGERENCIAS
La cuenta de la impresora dice que el usuario no existe,"La cuenta de la impresora dice que el usuario no existe, desde ayer en la tarde.",ACCESOS
Mi tarjeta de acceso quedó bloqueada,"Mi tarjeta de acceso quedó bloqueada, después de la última actualización.",ACCESOS
El punto de red de mi oficina quedó completamente sin acceso,"El punto de red de mi oficina quedó completamente sin acceso, desde que volvimos de la semana de vacaciones.",RED
La aplicación de asistencia se congela al abrir un archivo grande,"La aplicación de asistencia se congela al abrir un archivo grande, hace ya una semana.",SOFTWARE
Teams no guarda los cambios que hago,"Teams no guarda los cambios que hago, justo antes de una reunión importante.",SOFTWARE
El sistema de facturación se cierra solo apenas lo abro,"El sistema de facturación se cierra solo apenas lo abro, cada vez que lo intento. No es urgente, pueden revisarlo cuando tengan tiempo.",SOFTWARE
La sala de directorio quiero cancelar mi reserva de esta semana,"La sala de directorio quiero cancelar mi reserva de esta semana, desde ayer en la tarde. Ya es el segundo día sin poder trabajar por esto.",RESERVA_DE_SALAS
El computador se congela cada rato,"El computador se congela cada rato, cada vez que lo intento.",HARDWARE
La sala de reuniones la necesito reservar para mañana,"La sala de reuniones la necesito reservar para mañana, sin ningún cambio de mi parte. No es urgente, pueden revisarlo cuando tengan tiempo.",RESERVA_DE_SALAS
La sala de directorio el sistema no me deja reservarla,"La sala de directorio el sistema no me deja reservarla, desde que volvimos de la semana de vacaciones.",RESERVA_DE_SALAS
Mi cuenta de la vpn necesito que me den acceso,"Mi cuenta de la vpn necesito que me den acceso, de un momento a otro. Necesito que se resuelva hoy mismo si es posible.",ACCESOS
El cargador del notebook quedó con la pantalla azul,"El cargador del notebook quedó con la pantalla azul, desde que volvimos de la semana de vacaciones. Ya es el segundo día sin poder trabajar por esto.",HARDWARE
La sala de capacitación la necesito reservar para mañana,"La sala de capacitación la necesito reservar para mañana, desde esta mañana.",RESERVA_DE_SALAS
La sala de capacitación necesito cambiarle el horario a mi reserva,"La sala de capacitación necesito cambiarle el horario a mi reserva, sin ningún cambio de mi parte.",RESERVA_DE_SALAS
Mi tarjeta de acceso se venció y no puedo renovarla,"Mi tarjeta de acceso se venció y no puedo renovarla, de forma intermitente durante el día.",ACCESOS
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando después de la última actualización. Por favor priorizar, me está atrasando bastante.",SUGERENCIAS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando de un momento a otro.,SUGERENCIAS
El mouse no responde a nada,"El mouse no responde a nada, de forma intermitente durante el día. Es urgente, no puedo seguir trabajando.",HARDWARE
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando de forma intermitente durante el día.",OTRO
La sala de reuniones el sistema no me deja reservarla,"La sala de reuniones el sistema no me deja reservarla, desde que volvimos de la semana de vacaciones.",RESERVA_DE_SALAS
